name,hand_pixels,ai_pixels,intersection,union,iou,precision,recall
terminal_monitor,104478,62313,54658,112133,0.4874,0.8772,0.5232
terminal_panel,104478,66373,57005,113846,0.5007,0.8589,0.5456
terminal_screen,104478,59616,53325,110769,0.4814,0.8945,0.5104
window_porthole,55520,103894,55520,103894,0.5344,0.5344,1.0000
window_bright,55520,88911,55520,88911,0.6244,0.6244,1.0000
window_opening,55520,102992,55520,102992,0.5391,0.5391,1.0000
